name_muni,abbrev_state,lon,lat
Lambari,MG,-45.3777289461168,-22.0009847184857
Lamim,MG,-43.4745126297371,-20.7796487416256
Laranjal,MG,-42.4506998107728,-21.3567116695683
Lassance,MG,-44.6955587095875,-17.8808018117942
Lavras,MG,-45.0384797550707,-21.2646462112369
Leandro Ferreira,MG,-45.04078159774,-19.6795329986063
Leme Do Prado,MG,-42.7445088068012,-17.0697881068395
Leopoldina,MG,-42.644077764352,-21.5486483075777
Liberdade,MG,-44.3331210777416,-22.0156743759657
Lima Duarte,MG,-43.8869479121046,-21.7994098624722
Limeira Do Oeste,MG,-50.647782560561,-19.4071469433621
Lontra,MG,-44.2696577672579,-15.8563572077881
Luisburgo,MG,-42.0744109979299,-20.4362577655684
Luislândia,MG,-44.5965093882176,-16.1962796782905
Luminárias,MG,-44.9231064798652,-21.5379847545952
Luz,MG,-45.6789019981136,-19.827321327564
Machacalis,MG,-40.7197228726142,-17.0837698350269
Machado,MG,-45.9201157307134,-21.6659688913765
Madre De Deus De Minas,MG,-44.3321560477963,-21.4849879775245
Malacacheta,MG,-42.1102811652563,-17.8433960714468
Mamonas,MG,-42.955399850991,-15.0156153688431
Manga,MG,-44.0925258899628,-14.6481491183795
Manhuaçu,MG,-42.1068637667878,-20.1952760530233
Manhumirim,MG,-41.9394367426128,-20.3473295281632
Mantena,MG,-41.0809174344876,-18.6848915750746
Maravilhas,MG,-44.6712501813931,-19.5012173451286
Mar De Espanha,MG,-43.0185872265365,-21.8776593986326
Maria Da Fé,MG,-45.31346635479,-22.3224342462777
Mariana,MG,-43.3313400517399,-20.3291131276027
Marilac,MG,-42.0740210211904,-18.493991755186
Mário Campos,MG,-44.1761414813225,-20.0766981551681
Maripá De Minas,MG,-42.9563680271028,-21.6942835608248
Marliéria,MG,-42.6148420352813,-19.7058205795679
Marmelópolis,MG,-45.172277722834,-22.4636739850814
Martinho Campos,MG,-45.1915217610261,-19.4108367045012
Martins Soares,MG,-41.8426500167785,-20.2588232441982
Mata Verde,MG,-40.7022967690902,-15.7614551920214
Materlândia,MG,-43.0467781559402,-18.4612118320712
Mateus Leme,MG,-44.4371589768536,-20.0275109371254
Matias Barbosa,MG,-43.3079415027928,-21.8709920871283
Matias Cardoso,MG,-43.7617723631718,-14.9037405935496
Matipó,MG,-42.3157550274234,-20.3085083773077
Mato Verde,MG,-42.8640860543441,-15.4254209778724
Matozinhos,MG,-44.0514219930747,-19.5237185994111
Matutina,MG,-45.9955721906774,-19.1936547545202
Medeiros,MG,-46.339680064177,-19.9891505151841
Medina,MG,-41.5100885281322,-16.2705365618705
Mendes Pimentel,MG,-41.3558657625447,-18.6293251058946
Mercês,MG,-43.3328722629082,-21.1882435002678
Mesquita,MG,-42.6121214810338,-19.2479197372608
Minas Novas,MG,-42.4359402235634,-17.3614455954029
Minduri,MG,-44.6139527960959,-21.6749613247979
Mirabela,MG,-44.1577332067123,-16.2594148060961
Miradouro,MG,-42.3996312415987,-20.8495710637791
Miraí,MG,-42.6179196523376,-21.1500580472456
Miravânia,MG,-44.4216187166805,-14.7529468741988
Moeda,MG,-43.9921269139031,-20.3301327251113
Moema,MG,-45.4072752003926,-19.8412530795919
Monjolos,MG,-44.023127405989,-18.3878789265745
Monsenhor Paulo,MG,-45.4819309999226,-21.7332044536288
Montalvânia,MG,-44.5015844671953,-14.4732030005135
Monte Alegre De Minas,MG,-48.8867939328265,-18.8445417650598
Monte Azul,MG,-42.9683487328984,-15.2072956087236
Monte Belo,MG,-46.3263881412699,-21.3148038986425
Monte Carmelo,MG,-47.4608693305184,-18.7092277477943
Monte Formoso,MG,-41.2662441265019,-16.877438936062
Monte Santo De Minas,MG,-46.9466566965501,-21.1883741435854
Montes Claros,MG,-43.9294959015123,-16.6190017297083
Monte Sião,MG,-46.5193283678644,-22.4203935445685
Montezuma,MG,-42.4694969211482,-15.1913065095068
Morada Nova De Minas,MG,-45.402482106812,-18.5782161920317
Morro Da Garça,MG,-44.6331508836577,-18.6300193927047
Morro Do Pilar,MG,-43.4024810883966,-19.2350712834967
Munhoz,MG,-46.3043401823266,-22.6319069870659
Muriaé,MG,-42.4214996984153,-21.0913364413815
Mutum,MG,-41.4469167318336,-19.9192060888059
Muzambinho,MG,-46.5164850815752,-21.3556337732655
Nacip Raydan,MG,-42.1879651208252,-18.480617384262
Nanuque,MG,-40.4969460410336,-17.7793314543945
Naque,MG,-42.3244466604076,-19.1812216844685
Natalândia,MG,-46.4747273096399,-16.545167806485
Natércia,MG,-45.5121440205211,-22.1301009749715
Nazareno,MG,-44.6197161700381,-21.2025840208746
Nepomuceno,MG,-45.2608029500091,-21.2276555443917
Ninheira,MG,-41.6598089355596,-15.3682634271638
Nova Belém,MG,-41.1021363026036,-18.4881547771682
Nova Era,MG,-43.0137546754856,-19.7188496560483
Nova Lima,MG,-43.9039837255394,-20.0741975058447
Nova Módica,MG,-41.5224383722178,-18.4525483096191
Nova Ponte,MG,-47.7068822215495,-19.2612804728378
Nova Porteirinha,MG,-43.2749600861061,-15.7348190620627
Nova Resende,MG,-46.4157008616815,-21.0980343330561
Nova Serrana,MG,-44.9739294990399,-19.8523932581104
Novo Cruzeiro,MG,-41.9551881971977,-17.3707275954778
Novo Oriente De Minas,MG,-41.227588908625,-17.2292942836411
Novorizonte,MG,-42.3977867279401,-16.0108936769454
Olaria,MG,-43.9659676700374,-21.9071399018422
Olhos-D'água,MG,-43.594878291801,-17.4780032493784
Olímpio Noronha,MG,-45.2852897792138,-22.0905162949277
Oliveira,MG,-44.7359196879254,-20.7498389126281
Oliveira Fortes,MG,-43.5149057277389,-21.335829098687
Onça De Pitangui,MG,-44.7355575523024,-19.7082200021967
Oratórios,MG,-42.7937528852015,-20.4264653859807
Orizânia,MG,-42.2128286332715,-20.5146559143355
Ouro Branco,MG,-43.6753760760336,-20.5246783171288
Ouro Fino,MG,-46.3840215500748,-22.254846148876
Ouro Preto,MG,-43.610384702171,-20.3911059309863
Ouro Verde De Minas,MG,-41.2963871679152,-18.048492065069
Padre Carvalho,MG,-42.5862975487692,-16.3012619051649
Padre Paraíso,MG,-41.5519873408327,-17.0380268249356
Paineiras,MG,-45.4911764625524,-18.9188802866565
Pains,MG,-45.693960489328,-20.3816016515041
Pai Pedro,MG,-43.149549448422,-15.4191303664571
Paiva,MG,-43.4239065058114,-21.2867404725991
Palma,MG,-42.3288668011117,-21.4191189017052
Palmópolis,MG,-40.3710747047998,-16.7885357658206
Papagaios,MG,-44.691326416588,-19.3765007535431
Paracatu,MG,-46.8842152234813,-17.1732016950837
Pará De Minas,MG,-44.6079238232711,-19.8342417999223
Paraguaçu,MG,-45.749960382863,-21.5668978267697
Paraisópolis,MG,-45.8170830778343,-22.5715714211414
Paraopeba,MG,-44.4526087589692,-19.2722740354667
Passabém,MG,-43.1753966258002,-19.3602454035544
Passa Quatro,MG,-44.9684262258947,-22.4057461050882
Passa Tempo,MG,-44.4911030385108,-20.6489504468728
Passa-Vinte,MG,-44.2615398970197,-22.1829269031363
Passos,MG,-46.6219512461517,-20.7186719792299
Patis,MG,-44.1014247867355,-16.0807013836949
Patos De Minas,MG,-46.5078041502579,-18.5969431206881
Patrocínio,MG,-47.051213804587,-18.9704614098751
Patrocínio Do Muriaé,MG,-42.2530674980293,-21.1672204137641
Paula Cândido,MG,-42.9849621510887,-20.8559073037399
Paulistas,MG,-42.8652114060972,-18.4581974351014
Pavão,MG,-41.0616091301859,-17.471493204343
Peçanha,MG,-42.510356966306,-18.5570065974431
Pedra Azul,MG,-41.1842573390671,-15.9550843035573
Pedra Bonita,MG,-42.3753351469939,-20.4766460571624
Pedra Do Anta,MG,-42.7182472432177,-20.5955530445276
Pedra Do Indaiá,MG,-45.2293343085187,-20.2868868424397
Pedra Dourada,MG,-42.1550142435249,-20.8276320013805
Pedralva,MG,-45.4539061398601,-22.2495962125983
Pedras De Maria Da Cruz,MG,-44.3235998888853,-15.6256570291963
Pedrinópolis,MG,-47.5102991234275,-19.192266395476
Pedro Leopoldo,MG,-44.0527298826702,-19.6399261785305
Pedro Teixeira,MG,-43.7290841945161,-21.7252430922631
Pequeri,MG,-43.1320239010298,-21.8258700277164
Pequi,MG,-44.6358513402629,-19.6047656749827
Perdigão,MG,-45.0578893231104,-19.9402676306558
Perdizes,MG,-47.1959782622131,-19.4001106116716
Perdões,MG,-45.0649435312027,-21.0758894239165
Periquito,MG,-42.2318216554658,-19.0842052870573
Pescador,MG,-41.5601433167843,-18.3311250503028
Piau,MG,-43.3166488479873,-21.5023206309443
Piedade De Caratinga,MG,-42.0447581389572,-19.7629338243481
Piedade De Ponte Nova,MG,-42.7181767867339,-20.2417759464465
Piedade Do Rio Grande,MG,-44.1555465918428,-21.4839906084571
Piedade Dos Gerais,MG,-44.2464899054289,-20.4740059462767
Pimenta,MG,-45.83134934352,-20.5305740826477
Pingo-D'água,MG,-42.4219219278605,-19.7434184212512
Pintópolis,MG,-45.2472869824287,-16.0494060482831
Piracema,MG,-44.4227176631672,-20.5222672097072
Pirajuba,MG,-48.6578366942846,-19.940288388904
Piranga,MG,-43.2990051801,-20.633261865765
Piranguçu,MG,-45.5155623330301,-22.5566513616069
Piranguinho,MG,-45.5864966230049,-22.3630342013949
Pirapetinga,MG,-42.3639814963002,-21.6790133228251
Pirapora,MG,-44.8674334126016,-17.393298638848
Piraúba,MG,-43.0297348344992,-21.2637426114418
Pitangui,MG,-44.8864475165901,-19.5877154647631
Piumhi,MG,-46.0503705751433,-20.4414298217848
Planura,MG,-48.6463022624676,-20.0813304017341
Poço Fundo,MG,-45.9933950731409,-21.806223202122
Poços De Caldas,MG,-46.5632238021062,-21.807992770478
Pocrane,MG,-41.5570952828726,-19.5849990539317
Pompéu,MG,-44.9235957750552,-19.131145004415
Ponte Nova,MG,-42.9173629301683,-20.4121882011944
Ponto Chique,MG,-44.9735698244557,-16.6087548210813
Ponto Dos Volantes,MG,-41.4744858700952,-16.8342729140279
Porteirinha,MG,-43.0758080820371,-15.716574253559
Porto Firme,MG,-43.0803505708559,-20.6635808736239
Poté,MG,-41.7693396544919,-17.8149644764684
Pouso Alegre,MG,-45.939932945025,-22.2648449602125
Pouso Alto,MG,-44.9325193574535,-22.1753773946572
Prados,MG,-44.0635837245117,-21.0986040797901
Prata,MG,-48.9542217710603,-19.329878276119
Pratápolis,MG,-46.8626368177025,-20.787278890313
Pratinha,MG,-46.4026015983726,-19.7597814514907
Presidente Bernardes,MG,-43.1548370217902,-20.7704491059733
Presidente Juscelino,MG,-44.0833045921806,-18.7260125035556
Presidente Kubitschek,MG,-43.5781455978281,-18.6339224062895
Presidente Olegário,MG,-46.3362224832258,-18.2392428121907
Alto Jequitibá,MG,-41.9489221967995,-20.4374001124062
Prudente De Morais,MG,-44.1114962037515,-19.4644479050494
Quartel Geral,MG,-45.6031530913395,-19.2797237218464
Queluzito,MG,-43.8907477715139,-20.732223435883
Raposos,MG,-43.7831701820157,-19.9809379285314
Raul Soares,MG,-42.3902351320567,-20.0131428378089
Recreio,MG,-42.4378518451074,-21.5197532142101
Reduto,MG,-41.9402048152778,-20.2378321011505
Resende Costa,MG,-44.2919526841928,-20.8374695810765
Resplendor,MG,-41.1529906539777,-19.2118860887952
Ressaquinha,MG,-43.7529708880068,-21.0849483132515
Riachinho,MG,-45.9279390896399,-16.2767133098774
Riacho Dos Machados,MG,-42.9934859340506,-16.0544466287251
Ribeirão Das Neves,MG,-44.0721077123252,-19.7796188463865
Ribeirão Vermelho,MG,-45.0731845831547,-21.14793682294
Rio Acima,MG,-43.7719918426125,-20.1058164242812
Rio Casca,MG,-42.6606091281186,-20.1408399383218
Rio Doce,MG,-42.9065562362252,-20.2156269565467
Rio Do Prado,MG,-40.5557746083128,-16.6765585254126
Rio Espera,MG,-43.4921006972727,-20.8678619670156
Rio Manso,MG,-44.3449559254295,-20.267045910664
Rio Novo,MG,-43.144028220825,-21.4685568540636
Rio Paranaíba,MG,-46.2988643341528,-19.2400166412852
Rio Pardo De Minas,MG,-42.5513451063891,-15.7089195031885
Rio Piracicaba,MG,-43.1492207807745,-19.9708010992012
Rio Pomba,MG,-43.1718635470106,-21.2484234723195
Rio Preto,MG,-43.878599573615,-22.0409808907428
Rio Vermelho,MG,-43.0550130704167,-18.2547233185474
Ritápolis,MG,-44.3763740868066,-20.9822737323247
Rochedo De Minas,MG,-43.0284568940073,-21.6411721457858
Rodeiro,MG,-42.8412611830003,-21.2106060555832
Romaria,MG,-47.5626426331617,-18.9035439437892
Rosário Da Limeira,MG,-42.5114296102392,-20.9793165355321
Rubelita,MG,-42.2340068796052,-16.3676440435327
Rubim,MG,-40.4942390623649,-16.4639072115048
Sabará,MG,-43.7792520262185,-19.8514023637695
Sabinópolis,MG,-43.0634748762906,-18.6508943305359
Sacramento,MG,-47.2663557634385,-19.904511742284
Salinas,MG,-42.152684711595,-16.1088983911407
Salto Da Divisa,MG,-40.0292330472285,-16.1105417255039
Santa Bárbara,MG,-43.4751908262876,-20.0289413874824
Santa Bárbara Do Leste,MG,-42.1066323509124,-19.9451120972515
Santa Bárbara Do Monte Verde,MG,-43.6944159030645,-21.963903441442
Santa Bárbara Do Tugúrio,MG,-43.5315333681752,-21.2451080970199
Santa Cruz De Minas,MG,-44.2170972601357,-21.1204200491673
Santa Cruz De Salinas,MG,-41.7899264221963,-16.0506899892003
Santa Cruz Do Escalvado,MG,-42.8140281476633,-20.2306236040795
Santa Efigênia De Minas,MG,-42.4043303263918,-18.8628774053765
Santa Fé De Minas,MG,-45.5570925538827,-16.7014870098627
Santa Helena De Minas,MG,-40.6588278010087,-16.9019571092648
Santa Juliana,MG,-47.5090859473549,-19.3802677161785
Santa Luzia,MG,-43.8364733269658,-19.7447489220182
Santa Margarida,MG,-42.2660492329609,-20.4281272732735
Santa Maria De Itabira,MG,-43.0448203687454,-19.435290828035
Santa Maria Do Salto,MG,-40.1163061135211,-16.3074053930483
Santa Maria Do Suaçuí,MG,-42.3243671639673,-18.2584534187902
Santana Da Vargem,MG,-45.5053346677925,-21.2705506989945
Santana De Cataguases,MG,-42.5561083664497,-21.2821712178892
Santana De Pirapama,MG,-43.9011600194314,-18.9157864184508
Santana Do Deserto,MG,-43.1828235612208,-21.9458991909954
Santana Do Garambéu,MG,-44.0661614914887,-21.6368922372095
Santana Do Jacaré,MG,-45.0620509363198,-20.8830977128937
Santana Do Manhuaçu,MG,-41.8923403954588,-20.0559612778254
Santana Do Paraíso,MG,-42.5205465029146,-19.3850656917199
Santana Do Riacho,MG,-43.6446488047034,-19.1886732234821
Santana Dos Montes,MG,-43.6698179018595,-20.796825349232
Santa Rita De Caldas,MG,-46.2714443283829,-22.0237225063408
Santa Rita De Jacutinga,MG,-44.0918202773895,-22.1015146943969
Santa Rita De Minas,MG,-42.1233224146551,-19.8750164804573
Santa Rita De Ibitipoca,MG,-43.9302706132109,-21.5771970197634
Santa Rita Do Itueto,MG,-41.3886787857654,-19.4127673609636
Santa Rita Do Sapucaí,MG,-45.682802989561,-22.2370187510323
Santa Rosa Da Serra,MG,-45.9997232832532,-19.5620561683248
Santa Vitória,MG,-50.2755742190998,-18.9896429981711
Santo Antônio Do Amparo,MG,-44.9427773615624,-20.916253466191
Santo Antônio Do Aventureiro,MG,-42.8114585648459,-21.7514835470042
Santo Antônio Do Grama,MG,-42.6038642630651,-20.3221217882081
Santo Antônio Do Itambé,MG,-43.2667707358086,-18.478411087397
Santo Antônio Do Jacinto,MG,-40.2776166902665,-16.5034745615687
Santo Antônio Do Monte,MG,-45.2923131824058,-20.0830492140776
Santo Antônio Do Retiro,MG,-42.6610341356197,-15.2881523752562
Santo Antônio Do Rio Abaixo,MG,-43.2490582784309,-19.2414590848688
Santo Hipólito,MG,-44.1724073600802,-18.3901550376547
Santos Dumont,MG,-43.5256244582735,-21.4576933155559
São Bento Abade,MG,-45.0722660801257,-21.5700596497533
São Brás Do Suaçuí,MG,-43.9724146745754,-20.6275030043198
São Domingos Das Dores,MG,-42.0307266459081,-19.524677082683
São Domingos Do Prata,MG,-42.9032688000208,-19.9030895111971
São Félix De Minas,MG,-41.4485610412238,-18.5685922371841
São Francisco,MG,-44.86126659366,-15.8964828419165
São Francisco De Paula,MG,-44.9953976023659,-20.7165748735507
São Francisco De Sales,MG,-49.8593586675998,-19.7967336407374
São Francisco Do Glória,MG,-42.2822992926557,-20.7919200473761
São Geraldo,MG,-42.8291777250756,-20.9106279128632
São Geraldo Da Piedade,MG,-42.3104087893119,-18.8963975082642
São Geraldo Do Baixio,MG,-41.3668400708402,-18.9167747940993
São Gonçalo Do Abaeté,MG,-45.5459143702992,-18.176750540674
São Gonçalo Do Pará,MG,-44.828411174765,-19.9837827441486
São Gonçalo Do Rio Abaixo,MG,-43.3213420313389,-19.8171985633018
São Gonçalo Do Sapucaí,MG,-45.5943639100002,-21.9110574642594
São Gotardo,MG,-45.9994249923762,-19.3599098800066
São João Batista Do Glória,MG,-46.4385862130655,-20.5771790539602
São João Da Lagoa,MG,-44.3347490002231,-16.8598384570944
São João Da Mata,MG,-45.9233131523987,-21.9424915743703
São João Da Ponte,MG,-43.8953620188537,-15.9084394392148
São João Das Missões,MG,-44.2278331721835,-14.8918527459754
São João Del Rei,MG,-44.2761890174662,-21.2630267619949
São João Do Manhuaçu,MG,-42.1534539388121,-20.3699183278632
São João Do Manteninha,MG,-41.1642491335049,-18.7526914296024
São João Do Oriente,MG,-42.170296978257,-19.3540995073177
São João Do Pacuí,MG,-44.5243179190441,-16.5553078129701
São João Do Paraíso,MG,-41.9768687887405,-15.3428654838315
São João Evangelista,MG,-42.7756179552654,-18.5136326202777
São João Nepomuceno,MG,-43.0032426442806,-21.583013199212
São Joaquim De Bicas,MG,-44.2489299029336,-20.0711565505902
São José Da Barra,MG,-46.2448638039993,-20.7492396104881
São José Da Lapa,MG,-43.9904593893573,-19.696784679608
São José Da Safira,MG,-42.1232834686894,-18.3175995786999
São José Da Varginha,MG,-44.5614623500119,-19.6959791724676
São José Do Alegre,MG,-45.5177678432106,-22.3303398919289
São José Do Divino,MG,-41.3759933194308,-18.3981983796976
São José Do Goiabal,MG,-42.6956514353353,-19.9321370768227
São José Do Jacuri,MG,-42.6682816680538,-18.2428972490199
São José Do Mantimento,MG,-41.7701418282781,-20.0202718211494
São Lourenço,MG,-45.0342713105271,-22.117112868903
São Miguel Do Anta,MG,-42.710850987262,-20.7266970216513
São Pedro Da União,MG,-46.6419612776458,-21.1268520294969
São Pedro Dos Ferros,MG,-42.5698233531454,-20.0541437984694
São Pedro Do Suaçuí,MG,-42.5926869922956,-18.3479497944782
São Romão,MG,-45.4063157543129,-16.3894464724519
São Roque De Minas,MG,-46.5134990753592,-20.1870571227216
São Sebastião Da Bela Vista,MG,-45.775678880173,-22.1611010831675
São Sebastião Da Vargem Alegre,MG,-42.5991916937907,-21.0242991691409
São Sebastião Do Anta,MG,-41.9573525957171,-19.5072464654945
São Sebastião Do Maranhão,MG,-42.5411874568332,-18.059787638755
São Sebastião Do Oeste,MG,-45.0443394303934,-20.2515755502971
São Sebastião Do Paraíso,MG,-47.0064130586944,-20.9224194985887
São Sebastião Do Rio Preto,MG,-43.2195735199223,-19.300434938397
São Sebastião Do Rio Verde,MG,-45.0248530401978,-22.2195015710592
São Tiago,MG,-44.5603036853552,-20.9385396433291
São Tomás De Aquino,MG,-47.127219862604,-20.7861275954346
São Thomé Das Letras,MG,-44.963815392632,-21.7333601946491
São Vicente De Minas,MG,-44.4743236325849,-21.6670920023673
Sapucaí-Mirim,MG,-45.8485302369615,-22.7862579072199
Sardoá,MG,-42.4071048230561,-18.7754407851834
Sarzedo,MG,-44.1211117872186,-20.0591728870231
Setubinha,MG,-42.1568485692776,-17.6225805444601
Sem-Peixe,MG,-42.8250582960324,-20.080005386887
Senador Amaral,MG,-46.2171452489026,-22.5577213466325
Senador Cortes,MG,-42.9091349179492,-21.7703790597894
Senador Firmino,MG,-43.1044501797366,-20.9043185982814
Senador José Bento,MG,-46.1411513778632,-22.1567980808211
Senador Modestino Gonçalves,MG,-43.2409834592099,-17.8552160966281
Senhora De Oliveira,MG,-43.349527241843,-20.8009875403623
Senhora Do Porto,MG,-43.0805304238927,-18.9131896254601
Senhora Dos Remédios,MG,-43.6002485768881,-21.0312240535473
Sericita,MG,-42.4586565412985,-20.4922387035634
Seritinga,MG,-44.4598283059183,-21.9165311683111
Serra Azul De Minas,MG,-43.2072770219638,-18.3906642128482
Serra Da Saudade,MG,-45.7772551009519,-19.3855533655125
Serra Dos Aimorés,MG,-40.2644475436554,-17.7841423267107
Serra Do Salitre,MG,-46.6545177914515,-19.1591317140502
Serrania,MG,-46.0928975190343,-21.5539963305959
Serranópolis De Minas,MG,-42.8608682938692,-15.8568873876057
Serranos,MG,-44.5368495942168,-21.8309767785485
Serro,MG,-43.4017614921363,-18.5364560767225
Sete Lagoas,MG,-44.2534192467492,-19.4369494223657
Silveirânia,MG,-43.2029769102324,-21.143386066829
Silvianópolis,MG,-45.8055792139961,-22.0368525788876
Simão Pereira,MG,-43.2929166766333,-21.9643191215536
Simonésia,MG,-41.9872743774579,-19.9989583876292
Sobrália,MG,-42.1459381493327,-19.21826035401
Soledade De Minas,MG,-45.0276089151169,-22.0269731617599
Tabuleiro,MG,-43.2562251945565,-21.3633384390766
Taiobeiras,MG,-42.0530626577031,-15.8219758705225
Taparuba,MG,-41.6115031751624,-19.7385774593241
Tapira,MG,-46.8683436721787,-19.9158452307375
Tapiraí,MG,-46.1606750036213,-19.8762031121858
Taquaraçu De Minas,MG,-43.6855751979858,-19.6339824095887
Tarumirim,MG,-41.9019644321889,-19.3014737317056
Teixeiras,MG,-42.8625317003567,-20.6321289100701
Teófilo Otoni,MG,-41.3836555030364,-17.7145942144323
Timóteo,MG,-42.6027091081359,-19.5580757156609
Tiradentes,MG,-44.1546511947572,-21.1164303520005
Tiros,MG,-45.8241143752708,-18.8600842905347
Tocantins,MG,-43.0264745140036,-21.1774630374165
Tocos Do Moji,MG,-46.1465526572199,-22.3587029462105
Toledo,MG,-46.3832589046143,-22.7056701895358
Tombos,MG,-42.0641970694844,-20.881895915681
Três Corações,MG,-45.2048549687137,-21.6864152867818
Três Marias,MG,-45.0691048426062,-18.2977703999595
Três Pontas,MG,-45.4982039268666,-21.3935575294276
Tumiritinga,MG,-41.705492206208,-19.0149541016039
Tupaciguara,MG,-48.7552834536674,-18.534846995307
Turmalina,MG,-42.8398649171075,-17.2445718700499
Turvolândia,MG,-45.7996977721247,-21.884971534371
Ubá,MG,-42.9652193389973,-21.1053491220001
Ubaí,MG,-44.8477061483487,-16.3640278123011
Ubaporanga,MG,-42.070011630268,-19.6604740837956
Uberaba,MG,-47.977151032871,-19.5809070267873
Uberlândia,MG,-48.3317458965626,-19.0277586029285
Umburatiba,MG,-40.6668979616292,-17.2722783082474
Unaí,MG,-46.8197178827308,-16.3758032699113
União De Minas,MG,-50.3429754248036,-19.4084735098714
Uruana De Minas,MG,-46.3193488545921,-16.0935517793217
Urucânia,MG,-42.7298302196461,-20.325345791027
Urucuia,MG,-45.5729211889936,-16.0286122000664
Vargem Alegre,MG,-42.3212602277415,-19.6035466151681
Vargem Bonita,MG,-46.3361556247789,-20.431242736304
Vargem Grande Do Rio Pardo,MG,-42.2989335674094,-15.3407440238442
Varginha,MG,-45.4091328652856,-21.5574760234493
Varjão De Minas,MG,-45.9352025359598,-18.4666081368973
Várzea Da Palma,MG,-44.7271945664665,-17.4957552158978
Varzelândia,MG,-43.9344647112161,-15.6414856589166
Vazante,MG,-46.8675675266054,-17.8690859170527
Verdelândia,MG,-43.6283653277055,-15.5402073616709
Veredinha,MG,-42.7253195624658,-17.4876616415782
Veríssimo,MG,-48.3409574614523,-19.6024494853894
Vermelho Novo,MG,-42.2543775113106,-20.0340251655575
Vespasiano,MG,-43.9449004301963,-19.730905418133
Viçosa,MG,-42.8855045005472,-20.7404105630375
Vieiras,MG,-42.2819792947952,-20.9126223449919
Mathias Lobato,MG,-41.9272489769423,-18.6111032699653
Virgem Da Lapa,MG,-42.3395780974287,-16.7154821695844
Virgínia,MG,-45.1085676318287,-22.3419494279734
Virginópolis,MG,-42.6702971624136,-18.7919597923402
Virgolândia,MG,-42.317437264065,-18.451723982228
Visconde Do Rio Branco,MG,-42.8399120877467,-21.0116114098161
Volta Grande,MG,-42.5577834848325,-21.759201948255
Wenceslau Braz,MG,-45.4014488169689,-22.5547319705532
Afonso Cláudio,ES,-41.1278929010352,-20.0884792301507
Águia Branca,ES,-40.7495323525642,-18.970329851261
Água Doce Do Norte,ES,-40.9968522078848,-18.5167069569815
Alegre,ES,-41.5122689300678,-20.7193402158116
Alfredo Chaves,ES,-40.826928040353,-20.5638408618396
Alto Rio Novo,ES,-40.9871684050475,-19.0220394808657
Anchieta,ES,-40.6864243323491,-20.719406386293
Apiacá,ES,-41.554178302978,-21.0722279106052
Aracruz,ES,-40.1759372818309,-19.7660197500401
Atilio Vivacqua,ES,-41.1871371161346,-20.9629457989749
Baixo Guandu,ES,-40.9828775771574,-19.5700079941585
Barra De São Francisco,ES,-40.8315852724749,-18.6659281025485
Boa Esperança,ES,-40.3291160507699,-18.4847605375481
Bom Jesus Do Norte,ES,-41.6337669223763,-21.084420524398
Brejetuba,ES,-41.2981529380046,-20.128930122391
Cachoeiro De Itapemirim,ES,-41.1896398090893,-20.7677768767032
Cariacica,ES,-40.4420935782718,-20.2907022086483
Castelo,ES,-41.2039970368182,-20.5516808947662
Colatina,ES,-40.6555739426422,-19.4862495483292
Conceição Da Barra,ES,-39.8331741313761,-18.4456060930831
Conceição Do Castelo,ES,-41.2659586174556,-20.3706110482104
Divino De São Lourenço,ES,-41.7244661235315,-20.5867735713601
Domingos Martins,ES,-40.8491603304311,-20.3077795487345
Dores Do Rio Preto,ES,-41.8120537951211,-20.6349256508643
Ecoporanga,ES,-40.8077002950432,-18.2656031240344
Fundão,ES,-40.3557572119824,-19.9687141275131
Governador Lindenberg,ES,-40.5000665250831,-19.2053970003703
Guaçuí,ES,-41.7052364002259,-20.7633263136375
Guarapari,ES,-40.5459654914208,-20.5857102264545
Ibatiba,ES,-41.5503560227501,-20.2507926314218
Ibiraçu,ES,-40.4177619568843,-19.8348286154116
Ibitirama,ES,-41.6927613819444,-20.4860711685479
Iconha,ES,-40.857431544519,-20.7549906964638
Irupi,ES,-41.6366634490564,-20.3312461038996
Itaguaçu,ES,-40.8646894277061,-19.727659588455
Itapemirim,ES,-40.9467826133414,-20.9668525459141
Itarana,ES,-40.8885612544043,-19.9489540273805
Iúna,ES,-41.6567915969119,-20.3485838631491
Jaguaré,ES,-40.0037289875095,-18.9498568324348
Jerônimo Monteiro,ES,-41.3936145890993,-20.8131300009223
João Neiva,ES,-40.4369195089079,-19.7154029894495
Laranja Da Terra,ES,-41.0577103821067,-19.8726429024984
Linhares,ES,-40.0287015075719,-19.3821206283659
Mantenópolis,ES,-41.0717358969589,-18.8764978036083
Marataízes,ES,-40.8930146650013,-21.1004622770748
Marechal Floriano,ES,-40.7739175654854,-20.4311859968934
Marilândia,ES,-40.5179483632871,-19.4350414358064
Mimoso Do Sul,ES,-41.3768230677137,-21.0886015836287
Montanha,ES,-40.2751720150595,-18.138832108769
Mucurici,ES,-40.5125000778605,-18.0147993416377
Muniz Freire,ES,-41.4351048871938,-20.4268701007761
Muqui,ES,-41.3438844801897,-20.9383065675323
Nova Venécia,ES,-40.5228002525678,-18.698448993124
Pancas,ES,-40.8172615822279,-19.1455887332355
Pedro Canário,ES,-40.03714589248,-18.1823730486723
Pinheiros,ES,-40.1981338641119,-18.3698852118356
Piúma,ES,-40.7719633025352,-20.8379267232325
Ponto Belo,ES,-40.5142317492187,-18.2507548635793
