name_muni,abbrev_state,lon,lat
Alcântaras,CE,-40.5445148727355,-3.59283401249561
Altaneira,CE,-39.6989995208404,-6.98577171325469
Alto Santo,CE,-38.2006039315151,-5.51763742570986
Amontada,CE,-39.7856811907738,-3.23999655562215
Antonina Do Norte,CE,-39.9817323186413,-6.75674316644052
Apuiarés,CE,-39.3213302076335,-3.971306373636
Aquiraz,CE,-38.3944423981361,-3.97642681165613
Aracati,CE,-37.6868113358847,-4.68035575777504
Aracoiaba,CE,-38.7161334604092,-4.48333217147103
Ararendá,CE,-40.7469369294363,-4.77295533162668
Araripe,CE,-40.076675685235,-7.23899972297956
Aratuba,CE,-39.0270598800788,-4.42066063358421
Arneiroz,CE,-40.1551509816765,-6.2391789153305
Assaré,CE,-39.8695715555068,-6.91427030765341
Aurora,CE,-38.9692351282942,-6.98914432724334
Baixio,CE,-38.7532199858595,-6.71187036320987
Banabuiú,CE,-38.9034270659221,-5.2624606291075
Barbalha,CE,-39.344509960898,-7.40312822994371
Barreira,CE,-38.6206467216494,-4.32751099979007
Barro,CE,-38.7943132433252,-7.12561428465602
Barroquinha,CE,-41.1741527827428,-2.97093798375045
Baturité,CE,-38.8525814977209,-4.38078979146782
Beberibe,CE,-38.1139805446428,-4.39996270593042
Bela Cruz,CE,-40.3079802575842,-3.05311913230214
Boa Viagem,CE,-39.8085461421408,-5.08818687332427
Brejo Santo,CE,-38.9218304944908,-7.55561369765946
Camocim,CE,-40.8005106833962,-2.95077428055092
Campos Sales,CE,-40.2713321460349,-6.93690193028542
Canindé,CE,-39.4184648331829,-4.39865137130697
Capistrano,CE,-38.9091846957391,-4.46876711618241
Caridade,CE,-39.1188239452051,-4.17593088917656
Cariré,CE,-40.5224762161009,-3.95166284635713
Caririaçu,CE,-39.2704733833335,-7.0202635422577
Cariús,CE,-39.4675280478504,-6.64604327381798
Carnaubal,CE,-41.0099137103777,-4.13029089984471
Cascavel,CE,-38.3002988052705,-4.23870110692212
Catarina,CE,-39.9110676426614,-6.25402715955443
Catunda,CE,-40.1752792737629,-4.63168019572543
Caucaia,CE,-38.8088552068819,-3.78347135916555
Cedro,CE,-39.0938492726278,-6.56992365253245
Chaval,CE,-41.2330275324817,-3.09299788848409
Choró,CE,-39.19107407009,-4.77226413240509
Chorozinho,CE,-38.4732607270683,-4.30358764873751
Coreaú,CE,-40.7291048080991,-3.64335309098837
Crateús,CE,-40.719689972825,-5.19887750192639
Crato,CE,-39.4874529667288,-7.23646877753521
Croatá,CE,-40.9759096747141,-4.38829241993063
Cruz,CE,-40.3262433376753,-2.89629776902569
Deputado Irapuan Pinheiro,CE,-39.2665894355203,-5.88735879576135
Ererê,CE,-38.3152092215599,-5.98031632963359
Eusébio,CE,-38.4575472783505,-3.8755412082552
Farias Brito,CE,-39.5474725102553,-6.91493373263403
Forquilha,CE,-40.2275104913344,-3.83117587965262
Fortaleza,CE,-38.5277498886239,-3.78565169513298
Fortim,CE,-37.8726956077337,-4.46379111359947
Frecheirinha,CE,-40.8316134643632,-3.71796451097887
General Sampaio,CE,-39.4445016003771,-4.05605518965856
Graça,CE,-40.7767431645957,-4.04838497360627
Granja,CE,-41.0059641341492,-3.23427359165155
Granjeiro,CE,-39.2541419307637,-6.91150552991235
Groaíras,CE,-40.3664359637831,-3.91281949067603
Guaiúba,CE,-38.6739089693138,-4.10542668323774
Guaraciaba Do Norte,CE,-40.9183871283359,-4.23514298337455
Guaramiranga,CE,-38.9467084602014,-4.24474032743087
Hidrolândia,CE,-40.4026660903729,-4.43905597560173
Horizonte,CE,-38.4651697867145,-4.10235941139275
Ibaretama,CE,-38.724926695126,-4.78039952550601
Ibiapina,CE,-41.0054801592181,-3.95108293974866
Ibicuitinga,CE,-38.5570398105132,-4.97458282768343
Icapuí,CE,-37.4116186564838,-4.73832107603492
Icó,CE,-38.7841260566917,-6.38942246169937
Iguatu,CE,-39.2784895013948,-6.35626545634539
Independência,CE,-40.3418570792861,-5.47450491551944
Ipaporanga,CE,-40.8040482827775,-4.9100592762919
Ipaumirim,CE,-38.7433588700928,-6.80956078195945
Ipu,CE,-40.6696845726752,-4.36915928597391
Ipueiras,CE,-40.8768065722286,-4.57300648422307
Iracema,CE,-38.3383039946438,-5.775547256676
Irauçuba,CE,-39.8181149697364,-3.86571051300448
Itaiçaba,CE,-37.8472786196088,-4.71794059398309
Itaitinga,CE,-38.5498445492986,-3.99910769371039
Itapagé,CE,-39.5747919776855,-3.73392768229643
Itapipoca,CE,-39.5988610708588,-3.39617603152005
Itapiúna,CE,-38.9522634153058,-4.59645093081609
Itarema,CE,-39.8892329676562,-3.04920424496676
Itatira,CE,-39.5706765063777,-4.62439347657802
Jaguaretama,CE,-38.7515733437569,-5.48919618086595
Jaguaribara,CE,-38.5360941447076,-5.6161223980753
Jaguaribe,CE,-38.7051987215216,-5.96162712840369
Jaguaruana,CE,-37.7489194787819,-4.8664208348871
Jardim,CE,-39.2434518116279,-7.5924424657022
Jati,CE,-38.9898422810498,-7.69523882313127
Jijoca De Jericoacoara,CE,-40.4945103650367,-2.87872624251796
Juazeiro Do Norte,CE,-39.2886184795427,-7.18122876932858
Jucás,CE,-39.6080458669973,-6.45832974589117
Lavras Da Mangabeira,CE,-38.9949359385073,-6.77843544334444
Limoeiro Do Norte,CE,-38.0460149064788,-5.15737539402051
Madalena,CE,-39.5156222974214,-4.85493090137194
Maracanaú,CE,-38.6288805615939,-3.88094161970391
Maranguape,CE,-38.8141743036038,-4.00950398458009
Marco,CE,-40.2629996277051,-3.1894258313423
Martinópole,CE,-40.6475411091587,-3.16909608441104
Massapê,CE,-40.3880538577509,-3.48433536046585
Mauriti,CE,-38.7137879011329,-7.39845196039501
Meruoca,CE,-40.4514450293633,-3.57822818482241
Milagres,CE,-38.938592327889,-7.27643170066633
Milhã,CE,-39.1712988221179,-5.64121274839315
Miraíma,CE,-39.9104863126733,-3.56078167837857
Missão Velha,CE,-39.1564062287373,-7.31138786237736
Mombaça,CE,-39.7485820806752,-5.78837762945777
Monsenhor Tabosa,CE,-40.0445471006965,-4.91570285538277
Morada Nova,CE,-38.43469676742,-5.03684097972611
Moraújo,CE,-40.679896294313,-3.46166586781865
Morrinhos,CE,-40.0912573724069,-3.28414645053236
Mucambo,CE,-40.7549411529786,-3.89816250404295
Mulungu,CE,-38.9894676472943,-4.306415501053
Nova Olinda,CE,-39.6653352534152,-7.0938354686498
Nova Russas,CE,-40.5284869028606,-4.6798749386216
Novo Oriente,CE,-40.7713358179728,-5.59273376411675
Ocara,CE,-38.5078885629591,-4.52743420212718
Orós,CE,-38.9444721439813,-6.24401520734138
Pacajus,CE,-38.4986218715504,-4.18396103309929
Pacatuba,CE,-38.5958008728927,-3.95251176261491
Pacoti,CE,-38.9034100885845,-4.19826074692951
Pacujá,CE,-40.6901493550576,-4.00123409977008
Palhano,CE,-38.0284221274376,-4.70796111889419
Palmácia,CE,-38.8394743117671,-4.12644704814236
Paracuru,CE,-39.0400664150228,-3.48100076238122
Paraipaba,CE,-39.182839013507,-3.42596304183201
Parambu,CE,-40.6281481725142,-6.3050496887074
Paramoti,CE,-39.3992736054184,-4.16089753338252
Pedra Branca,CE,-39.8470737823321,-5.49657852972573
Penaforte,CE,-39.0527100660871,-7.78312853489412
Pentecoste,CE,-39.149681020165,-3.85284276403877
Pereiro,CE,-38.4888845259423,-6.04071778087677
Pindoretama,CE,-38.3118350145975,-4.05668248946777
Piquet Carneiro,CE,-39.4518594198556,-5.8634346648215
Pires Ferreira,CE,-40.5834295394507,-4.25931206476661
Poranga,CE,-41.0775046571261,-4.79906885252481
Porteiras,CE,-39.1076005021121,-7.5434318657325
Potengi,CE,-40.0369065742549,-7.07252465591095
Potiretama,CE,-38.1678285125594,-5.74982331923954
Quiterianópolis,CE,-40.7611960562027,-5.87197766177363
Quixadá,CE,-38.9472554098428,-4.95474689863502
Quixelô,CE,-39.1195562528415,-6.17016694215899
Quixeramobim,CE,-39.3302336544935,-5.24384541349598
Quixeré,CE,-37.8623053294339,-5.08730854944435
Redenção,CE,-38.7658988318996,-4.24917886206175
Reriutaba,CE,-40.6153627408878,-4.11851663792385
Russas,CE,-38.1511735060561,-4.84295874668461
Saboeiro,CE,-39.8892919311956,-6.48469029823354
Salitre,CE,-40.3666132880704,-7.2049663434656
Santana Do Acaraú,CE,-40.16486607854,-3.46168586454397
Santana Do Cariri,CE,-39.7563347723317,-7.22253846292295
Santa Quitéria,CE,-40.0424521345047,-4.34095174525044
São Benedito,CE,-40.9738620072117,-4.04136527689939
São Gonçalo Do Amarante,CE,-39.057096041107,-3.60198635022613
São João Do Jaguaribe,CE,-38.2735157265975,-5.32614962968272
São Luís Do Curu,CE,-39.2648535680669,-3.64592694646661
Senador Pompeu,CE,-39.4381073089599,-5.58036393971429
Senador Sá,CE,-40.4611633404228,-3.27102756190996
Sobral,CE,-40.226728081826,-3.80976439606557
Solonópole,CE,-39.002907944161,-5.77716372112167
Tabuleiro Do Norte,CE,-38.0444088580518,-5.32535677394286
Tamboril,CE,-40.3360305250273,-4.92730937842555
Tarrafas,CE,-39.7489238341872,-6.73667929029457
Tauá,CE,-40.259582713113,-5.93717190857075
Tejuçuoca,CE,-39.5848458547977,-3.93372241785154
Tianguá,CE,-41.0556898278607,-3.73727777539975
Trairi,CE,-39.3536017724177,-3.33833689001187
Tururu,CE,-39.4053721716276,-3.5517455497566
Ubajara,CE,-41.0041969663744,-3.86698617437479
Umari,CE,-38.7303707037156,-6.62352766679452
Umirim,CE,-39.3851948846643,-3.68733102187389
Uruburetama,CE,-39.5158766320434,-3.62273005601254
Uruoca,CE,-40.6801222255997,-3.32133611439626
Varjota,CE,-40.4945924931075,-4.16806434514186
Várzea Alegre,CE,-39.298072882329,-6.77223698129758
Viçosa Do Ceará,CE,-41.1361239186531,-3.54504527926839
Acari,RN,-36.6500737011321,-6.40941564261216
Açu,RN,-37.0141048277742,-5.52662626457099
Afonso Bezerra,RN,-36.5999464324153,-5.47139726209957
Água Nova,RN,-38.3086886602864,-6.208703961144
Alexandria,RN,-37.9892443520808,-6.36442170122808
Almino Afonso,RN,-37.7628859016507,-6.15439430811162
Alto Do Rodrigues,RN,-36.723479400603,-5.3623164964628
Angicos,RN,-36.5571290686248,-5.64624412744271
Antônio Martins,RN,-37.9248411989638,-6.21967120448039
Apodi,RN,-37.8356723100107,-5.62813434219979
Areia Branca,RN,-37.03845631862,-5.00148183656389
Arês,RN,-35.2081234378759,-6.19356559549934
Augusto Severo,RN,-37.3246107004301,-5.88111595351867
Baía Formosa,RN,-35.0451538926203,-6.43529513466015
Baraúna,RN,-37.6182949594953,-5.09274460830425
Barcelona,RN,-35.9219567414649,-5.96096195004648
Bento Fernandes,RN,-35.811895974901,-5.67592337121775
Bodó,RN,-36.441733397804,-5.96283494360978
Bom Jesus,RN,-35.5907945944412,-6.00081502951614
Brejinho,RN,-35.3835401989581,-6.2181250009243
Caiçara Do Norte,RN,-36.0835940167753,-5.17528756849881
Caiçara Do Rio Do Vento,RN,-36.0265104852141,-5.76608172908276
Caicó,RN,-37.0379824462348,-6.46767544155928
Campo Redondo,RN,-36.2088911303831,-6.23784590166659
Canguaretama,RN,-35.1485150611466,-6.39504975975804
Caraúbas,RN,-37.5838190773386,-5.76732797667953
Carnaúba Dos Dantas,RN,-36.5484639581953,-6.55331181886615
Carnaubais,RN,-36.8570529085517,-5.25902502976257
Ceará-Mirim,RN,-35.3952953381041,-5.59549726282599
Cerro Corá,RN,-36.3271018750228,-5.989300773902
Coronel Ezequiel,RN,-36.195887720754,-6.3572073807144
Coronel João Pessoa,RN,-38.4228246779293,-6.25542530226041
Cruzeta,RN,-36.8249412243745,-6.35591764744877
Currais Novos,RN,-36.4435210616195,-6.2235497772381
Doutor Severiano,RN,-38.3988884712859,-6.11456894841918
Parnamirim,RN,-35.2304268738285,-5.91414784508972
Encanto,RN,-38.3064151286546,-6.13413188843428
Equador,RN,-36.666091268877,-6.88190987519913
Espírito Santo,RN,-35.3044728639233,-6.3055536097982
Extremoz,RN,-35.2689652812422,-5.68094231858746
Felipe Guerra,RN,-37.6558679924988,-5.53979592417629
Fernando Pedroza,RN,-36.3921187104975,-5.76047381679356
Florânia,RN,-36.8188326023956,-6.17042794600391
Francisco Dantas,RN,-38.1085934465795,-6.0529233737607
Frutuoso Gomes,RN,-37.838990920645,-6.16114437402068
Galinhos,RN,-36.2078515338002,-5.1754456433839
Goianinha,RN,-35.2138904794241,-6.28783877025801
Governador Dix-Sept Rosado,RN,-37.536704036617,-5.39509978604632
Grossos,RN,-37.2095941466367,-4.94749204898764
Guamaré,RN,-36.3439171777254,-5.17451664680429
Ielmo Marinho,RN,-35.5503561582562,-5.78409596232478
Ipanguaçu,RN,-36.8026386890306,-5.53816168998342
Ipueira,RN,-37.1862094773812,-6.77415042472162
Itajá,RN,-36.8080499803132,-5.69001196491477
Itaú,RN,-37.9164699560421,-5.8184488907946
Jaçanã,RN,-36.21433600696,-6.4110546380266
Jandaíra,RN,-36.1429548125697,-5.3541211822314
Janduís,RN,-37.4747869714389,-5.99693075415139
Januário Cicco,RN,-35.606381923406,-6.15252098185742
Japi,RN,-35.8990127489164,-6.43283298225699
Jardim De Angicos,RN,-35.9867954199888,-5.61381650302221
Jardim De Piranhas,RN,-37.28581536371,-6.33432749636808
Jardim Do Seridó,RN,-36.8062374773563,-6.58771917391121
João Câmara,RN,-35.8739752314379,-5.47540501924968
João Dias,RN,-37.8379051704887,-6.28797299398614
José Da Penha,RN,-38.2830452587204,-6.34056981103676
Jucurutu,RN,-37.0213648908202,-6.05799039039303
Jundiá,RN,-35.3403421420192,-6.25626034716808
Lagoa D'anta,RN,-35.626267536386,-6.38470672206562
Lagoa De Pedras,RN,-35.4506082703408,-6.19242547282043
Lagoa De Velhos,RN,-35.8439988111068,-6.01096796387487
Lagoa Nova,RN,-36.5192846662569,-6.09242794671031
Lagoa Salgada,RN,-35.5050382680872,-6.14737889233697
Lajes,RN,-36.1805147382408,-5.69821249709349
Lajes Pintadas,RN,-36.1339824581664,-6.14802184123627
Lucrécia,RN,-37.8245545051442,-6.10353401328686
Luís Gomes,RN,-38.4026402401953,-6.37342220176027
Macaíba,RN,-35.4284563173093,-5.92662283560517
Macau,RN,-36.5251119791533,-5.19449645752659
Major Sales,RN,-38.3176857316921,-6.40507533749207
Marcelino Vieira,RN,-38.1573439247613,-6.28030682653327
Martins,RN,-37.9059223018096,-6.08016572697034
Maxaranguape,RN,-35.3549145486113,-5.45168452657694
Messias Targino,RN,-37.4854149827282,-6.09270233248639
Montanhas,RN,-35.2909523664745,-6.50473843145513
Monte Alegre,RN,-35.4051930826046,-6.09853485567323
Monte Das Gameleiras,RN,-35.80897944711,-6.42985583396165
Mossoró,RN,-37.3254972666495,-5.1758398812444
Natal,RN,-35.228794284474,-5.80328891548619
Nísia Floresta,RN,-35.1731659313153,-6.05486258521265
Nova Cruz,RN,-35.42893407442,-6.44863861910772
Olho-D'água Do Borges,RN,-37.7101242397899,-5.97897971259316
Ouro Branco,RN,-36.921047871284,-6.6837574253431
Paraná,RN,-38.2842057921018,-6.4509194104023
Paraú,RN,-37.110567298189,-5.78440302365868
Parazinho,RN,-35.9533181424214,-5.29053893610752
Parelhas,RN,-36.61937390567,-6.71394536766815
Rio Do Fogo,RN,-35.4000399451989,-5.3775753870505
Passa E Fica,RN,-35.6145123181345,-6.44271777392736
Passagem,RN,-35.3957450460562,-6.28387067190996
Patu,RN,-37.6212847513237,-6.08685310239611
Santa Maria,RN,-35.7203966954142,-5.78897378075526
Pau Dos Ferros,RN,-38.1697045981392,-6.11741582101829
Pedra Grande,RN,-35.873467665557,-5.14594458913612
Pedra Preta,RN,-36.0795122296927,-5.52451648614534
Pedro Avelino,RN,-36.3316008299196,-5.47494749395067
Pedro Velho,RN,-35.2245644158942,-6.46517423547249
Pendências,RN,-36.624009680316,-5.29291114462505
Pilões,RN,-38.0293474832668,-6.28665158574565
Poço Branco,RN,-35.6943711303554,-5.57137168464415
Portalegre,RN,-38.0149199358457,-6.03283082729519
Porto Do Mangue,RN,-36.8396640303411,-5.08743556362682
Presidente Juscelino,RN,-35.7278323124786,-6.10472826120876
Pureza,RN,-35.5821925592586,-5.40723987512387
Rafael Fernandes,RN,-38.2237215319869,-6.1968180628216
Rafael Godeiro,RN,-37.7302979336422,-6.06902030533942
Riacho Da Cruz,RN,-37.9664615677071,-5.9235051743981
Riacho De Santana,RN,-38.3361698602452,-6.27706005427514
Riachuelo,RN,-35.8495901674231,-5.79843899913535
Rodolfo Fernandes,RN,-38.0810818875436,-5.85851936496789
Tibau,RN,-37.3209188191592,-4.88836612638838
Ruy Barbosa,RN,-35.9405199302872,-5.85679403090811
Santa Cruz,RN,-36.0064722015033,-6.24824127204169
Santana Do Matos,RN,-36.6347416850077,-5.90383982557121
Santana Do Seridó,RN,-36.7651120226888,-6.73223902596506
Santo Antônio,RN,-35.5053295954355,-6.33948666677092
São Bento Do Norte,RN,-35.9889877537525,-5.14401556954114
São Bento Do Trairí,RN,-36.0486343866881,-6.3830822289347
São Fernando,RN,-37.1511065902199,-6.32129813629577
São Francisco Do Oeste,RN,-38.1838314959532,-5.98527333695012
São Gonçalo Do Amarante,RN,-35.3649635267756,-5.78754868571966
São João Do Sabugi,RN,-37.1885481506931,-6.69041848476286
São José De Mipibu,RN,-35.2895190315211,-6.06401265896511
São José Do Campestre,RN,-35.7403140529557,-6.3012101948158
São José Do Seridó,RN,-36.8585982810114,-6.48670223311968
São Miguel,RN,-38.473644006411,-6.21175756663158
São Miguel Do Gostoso,RN,-35.7404261782798,-5.18275350492346
São Paulo Do Potengi,RN,-35.7544617404408,-5.93405324965749
São Pedro,RN,-35.6302317250394,-5.89262825779976
São Rafael,RN,-36.8785304015879,-5.83738117206396
São Tomé,RN,-36.1285446496566,-5.98822209778836
São Vicente,RN,-36.6599052895007,-6.20772385444241
Senador Elói De Souza,RN,-35.6797188069102,-6.04572660348648
Senador Georgino Avelino,RN,-35.121630714723,-6.15793471091546
Serra De São Bento,RN,-35.7188189184788,-6.42873718033404
Serra Do Mel,RN,-37.0249681539886,-5.17218263441529
Serra Negra Do Norte,RN,-37.3599856510373,-6.58728166522667
Serrinha,RN,-35.574430660327,-6.25515346828916
Serrinha Dos Pintos,RN,-37.9931153824356,-6.14463609768391
Severiano Melo,RN,-37.9727911956592,-5.76927273458615
Sítio Novo,RN,-35.9272631482467,-6.08797776626669
Taboleiro Grande,RN,-38.0512899026942,-5.93583207218085
Taipu,RN,-35.5852352623723,-5.5965758935715
Tangará,RN,-35.8332075180314,-6.21249304323713
Tenente Ananias,RN,-38.163951268054,-6.44051579505684
Tenente Laurentino Cruz,RN,-36.7187713681231,-6.15471243758974
Tibau Do Sul,RN,-35.1002428252081,-6.24172395896309
Timbaúba Dos Batistas,RN,-37.2472255538171,-6.47774778062325
Touros,RN,-35.6205593108454,-5.27687711066875
Triunfo Potiguar,RN,-37.1515468484452,-5.91839164827742
Umarizal,RN,-37.8325762319043,-5.99188360538254
Upanema,RN,-37.2920948969628,-5.61012888018665
Várzea,RN,-35.3684095676963,-6.35138011363242
Venha-Ver,RN,-38.5267571856916,-6.32074967035551
Vera Cruz,RN,-35.4357171296495,-6.03714994795917
Viçosa,RN,-37.9550768380638,-5.98703829488655
Vila Flor,RN,-35.0871238944745,-6.30296663802867
Água Branca,PB,-37.6623118922596,-7.47069417203816
Aguiar,PB,-38.2134502371073,-7.07317525729992
Alagoa Grande,PB,-35.6042884143828,-7.0595784171188
Alagoa Nova,PB,-35.7631867044565,-7.06186279851408
Alagoinha,PB,-35.5218390818657,-6.95932260196607
Alcantil,PB,-36.048117693822,-7.68868224135729
Algodão De Jandaíra,PB,-35.971204991625,-6.88653497568927
Alhandra,PB,-34.9334861375282,-7.34920724757303
São João Do Rio Do Peixe,PB,-38.4178399330801,-6.73334273221653
Amparo,PB,-37.0389175177457,-7.56083302805286
Aparecida,PB,-38.0666137492091,-6.78767529594178
Araçagi,PB,-35.3551594351777,-6.86100719893709
Arara,PB,-35.7322830841732,-6.85947049053891
Araruna,PB,-35.7546629017107,-6.52529676847356
Areia,PB,-35.7045424358192,-6.95184812049338
Areia De Baraúnas,PB,-36.9640379344486,-7.10396122728055
Areial,PB,-35.9334270542301,-7.04820289560095
Aroeiras,PB,-35.6918184984213,-7.53534432919638
Assunção,PB,-36.7099044135299,-7.0727462291026
Baía Da Traição,PB,-34.9888550064032,-6.66280461992796
Bananeiras,PB,-35.5971203738553,-6.70011614623908
Baraúna,PB,-36.2626756911181,-6.62145700044166
Barra De Santana,PB,-35.967860044473,-7.56472608144235
Barra De Santa Rosa,PB,-36.0760944198064,-6.79208310386523
Barra De São Miguel,PB,-36.2851846946637,-7.70098107747253
Bayeux,PB,-34.9260195400176,-7.13503334059274
Belém,PB,-35.4975408943029,-6.70515832223665
Belém Do Brejo Do Cruz,PB,-37.3656831861277,-6.14908195873194
Bernardino Batista,PB,-38.5592309202716,-6.48519877765321
Boa Ventura,PB,-38.1875837316665,-7.42983036906615
Boa Vista,PB,-36.2220640924972,-7.27128965284665
Bom Jesus,PB,-38.6319355754013,-6.82294598979821
Bom Sucesso,PB,-37.9491574275865,-6.47495555844293
Bonito De Santa Fé,PB,-38.4782297998279,-7.28985755200003
Boqueirão,PB,-36.1506612371413,-7.50721397533185
Igaracy,PB,-38.1245937153529,-7.15489208411574
Borborema,PB,-35.5997966431354,-6.79341020421405
Brejo Do Cruz,PB,-37.4973647495426,-6.32965468880504
Brejo Dos Santos,PB,-37.8473546894366,-6.39853641171433
Caaporã,PB,-34.9196812647342,-7.48646593351905
Cabaceiras,PB,-36.2934943937065,-7.45259904050066
Cabedelo,PB,-34.8475118767801,-7.02743697019634
Cachoeira Dos Índios,PB,-38.6956176242599,-6.94662157716297
Cacimba De Areia,PB,-37.172556695022,-7.14089854099601
Cacimba De Dentro,PB,-35.813241887097,-6.62633597677783
Cacimbas,PB,-37.0854660854401,-7.2086338547415
Caiçara,PB,-35.4116837985404,-6.60450289248726
Cajazeiras,PB,-38.5403993153299,-6.91833936568096
Cajazeirinhas,PB,-37.8011732861448,-6.95990024374491
Caldas Brandão,PB,-35.3393289905965,-7.1223908215516
Camalaú,PB,-36.8012829427351,-7.89980772317792
Campina Grande,PB,-35.9661794758599,-7.26350688115714
Capim,PB,-35.1697047562792,-6.90033948976084
Caraúbas,PB,-36.5014909915784,-7.77319979029487
Carrapateira,PB,-38.3368146645713,-7.04117668504863
Casserengue,PB,-35.8437863658762,-6.75428058571298
Catingueira,PB,-37.5908740636597,-7.13837308025829
Catolé Do Rocha,PB,-37.7047273563862,-6.32114294633863
Caturité,PB,-36.0588833670754,-7.41519395214641
Conceição,PB,-38.5286834003704,-7.50469040627132
Condado,PB,-37.6122363289694,-6.90232575121122
Conde,PB,-34.8609692906125,-7.28229032308463
Congo,PB,-36.648095137351,-7.79537225021972
Coremas,PB,-37.9707392623638,-7.05062765340169
Coxixola,PB,-36.6345663748469,-7.6449561337383
Cruz Do Espírito Santo,PB,-35.1039988098584,-7.15255128038559
Cubati,PB,-36.3187688462567,-6.8644559123502
Cuité,PB,-36.0774796532448,-6.54870736397665
Cuitegi,PB,-35.5226950428759,-6.90347923932137
Cuité De Mamanguape,PB,-35.2531967839044,-6.90514261979762
Curral De Cima,PB,-35.2848284053009,-6.73358672592011
Curral Velho,PB,-38.1678854927615,-7.53649620869697
Damião,PB,-35.9305055311429,-6.64355671291592
Desterro,PB,-37.0923117384429,-7.30008896104187
Vista Serrana,PB,-37.5758644834541,-6.75623324094064
Diamante,PB,-38.3156388696521,-7.42414221574534
Dona Inês,PB,-35.6474312616189,-6.60996248425577
Duas Estradas,PB,-35.3967000778718,-6.72007868345264
Emas,PB,-37.742146659878,-7.0885534872812
Esperança,PB,-35.889874905569,-6.99911891151106
Fagundes,PB,-35.7800538549926,-7.3909889565815
Frei Martinho,PB,-36.4491882879977,-6.41555692553772
Gado Bravo,PB,-35.8128201898909,-7.58964986470365
Guarabira,PB,-35.4494840030559,-6.87757595123073
Gurinhém,PB,-35.4384924358588,-7.14829811499946
Gurjão,PB,-36.4622367225028,-7.26156085496299
Ibiara,PB,-38.4043848196837,-7.49285810260372
Imaculada,PB,-37.5615733831959,-7.37202483453815
Ingá,PB,-35.6156287955194,-7.27660302047062
Itabaiana,PB,-35.3548197296672,-7.3482435991779
Itaporanga,PB,-38.1895163488301,-7.28423262754778
Itapororoca,PB,-35.2588244380349,-6.80941372839355
Itatuba,PB,-35.6474907094671,-7.40620710961784
Jacaraú,PB,-35.2698764790694,-6.59534739447939
Jericó,PB,-37.81838435497,-6.50910496063348
João Pessoa,PB,-34.8696775820136,-7.16547108397287
Juarez Távora,PB,-35.5715905528851,-7.1596756162671
Juazeirinho,PB,-36.5574261162643,-7.05769549520348
Junco Do Seridó,PB,-36.7763460808193,-6.99062920936928
Juripiranga,PB,-35.2143398376381,-7.35476663842604
Juru,PB,-37.8028304645087,-7.50057340772993
Lagoa,PB,-37.887259955618,-6.58863300321543
Lagoa De Dentro,PB,-35.3620560080674,-6.67907995137043
Lagoa Seca,PB,-35.8667374539039,-7.14641986994771
Lastro,PB,-38.1779573203524,-6.55084931695631
Livramento,PB,-36.9320060250522,-7.34010053432028
Logradouro,PB,-35.4286704021423,-6.55254525658339
Lucena,PB,-34.9096138173964,-6.91903951266852
Mãe D'água,PB,-37.4387807793435,-7.24739186027879
Malta,PB,-37.5254410888506,-6.88283980351435
Mamanguape,PB,-35.1566574054101,-6.72049895258632
Manaíra,PB,-38.2054155274491,-7.72512487935449
Marcação,PB,-35.0059894552277,-6.74733280578594
Mari,PB,-35.3064338628931,-7.03828058884781
Marizópolis,PB,-38.3349373748605,-6.82127625665695
Massaranduba,PB,-35.7566059349865,-7.20163571751393
Mataraca,PB,-35.044597106125,-6.55647396458875
Matinhas,PB,-35.7717073210113,-7.11865384316702
Mato Grosso,PB,-37.7366741560485,-6.54723191843041
Maturéia,PB,-37.358843891561,-7.28452555330605
Mogeiro,PB,-35.4933206417658,-7.30114778873328
Montadas,PB,-35.9432317516056,-7.09079208681989
Monte Horebe,PB,-38.5375581913606,-7.20641525615743
Monteiro,PB,-37.092528027888,-7.90783692254608
Mulungu,PB,-35.4242542042528,-6.99919892178884
Natuba,PB,-35.564135455808,-7.56202370192612
Nazarezinho,PB,-38.3256885921163,-6.95116617760279
Nova Floresta,PB,-36.2062658651882,-6.47638744393496
Nova Olinda,PB,-38.0156766162293,-7.47671719228892
Nova Palmeira,PB,-36.4275306574058,-6.67578271507729
Olho D'água,PB,-37.7585787903176,-7.28387037154601
Olivedos,PB,-36.2516963177009,-6.97893838792454
Ouro Velho,PB,-37.1373741764848,-7.60948783265473
Parari,PB,-36.6695890247764,-7.32518765125083
Passagem,PB,-37.0434537180415,-7.11490365785067
Patos,PB,-37.3179811782565,-6.9949274486658
Paulista,PB,-37.6093798475312,-6.62671124719949
Pedra Branca,PB,-38.0798602057667,-7.4608009346239
Pedra Lavrada,PB,-36.3866615272462,-6.77506477265457
Pedras De Fogo,PB,-35.0741685591412,-7.33763814437266
Piancó,PB,-37.9466103660004,-7.20108766644595
Picuí,PB,-36.336533496638,-6.49320704930497
Pilar,PB,-35.2675094487831,-7.27904961187981
Pilões,PB,-35.6084251595961,-6.88329413341222
Pilõezinhos,PB,-35.5497818023102,-6.84782512903683
Pirpirituba,PB,-35.4960726179466,-6.79062081451639
Pitimbu,PB,-34.8420655887846,-7.43114620126483
Pocinhos,PB,-36.0933326924126,-7.06144732726601
Poço Dantas,PB,-38.5227441022053,-6.39084533680873
Poço De José De Moura,PB,-38.5004029915826,-6.5915211903644
Pombal,PB,-37.8513512444315,-6.77312951050577
